,names,Yield Strength,Pressure treated,Area under heat treatment curve,Strengthening Precipitate Phase,Powder processed,Al,B,C,Co,Cr,Cu,Fe,Hf,La,Mg,Mn,Mo,N,Nb,Ni,P,Re,Ru,Si,Ta,Ti,V,W,Y,Th,O,Zr,Ultimate Tensile Strength,Elongation
2209,Inconel718KC1550,1277.6,No,37810.8,DoublePrime,No,1.05,0.0063,0.054,0.4,17.51,0,17.3,0,0,0,0.1,2.91,0,5.93,53.68,0.002,0,0,0.34,0,0.68,0,0,0,0,0,0,,13.8
2210,Rene41,1220,No,16424,GammaPrime,No,1.5,0.005,0.09,11,19,0,0,0,0,0,0,10,0,0,55,0,0,0,0,0,3.1,0,0,0,0,0,0,,14
2211,Inconel713C,,No,4740,,No,6.2,0.011,0.1,0,13.1,0,0,,,0,0,4.5,0,1.6,71.87,0,,,0,1.75,0.8,0,0,0,0,0,0.07,,
2212,Inconel731X,,No,0,,No,5.6,0.014,0.16,9.72,9.6,0,0.23,,,0,0,2.46,0,0,66.66,0,,,0.045,0,4.66,0.85,0,0,0,0,0,,
2213,Udimet710,,No,18722,,No,2.48,0.015,0.06,15.5,17.8,0,0.14,0,,0,0.03,3.17,0,0,54.09,0,,,0,0,4.97,0,1.75,0,0,0,0,893.6,
2214,Nimonic263,550,No,8690,GammaPrime,No,0.45,0,0.06,20,20,0,0,0,0,0,0,5.85,0,0,51.49,0,0,0,0,0,2.15,0,0,0,0,0,0,,44
2215,Inconel713C,,No,4740,,No,6.2,0.011,0.1,0,13.1,0,0,0,,0,0,4.5,0,1.6,71.87,0,,,0,1.75,0.8,0,0,0,0,0,0.07,884,
2216,Ticolloy12,840,No,0,Both,No,0.94,0.003,0.032,0,17.53,0,17.83,0,0,0.001,0,3.05,0,5.72,53.93,0,0,0,0,0,0.96,0,0,0,0,0,0,,32
2217,Inconel939,,No,10640,,No,1.9,0.01,0.15,19,22.5,0,0,,,0,0,0,0,1,48.24,0,,,0,1.4,3.7,0,2,0,0,0,0.1,,
2218,MAR-M247:WWS,,No,203820,,No,5.57,0.016,0.14,10.05,8.51,0,0.16,0,,0,0,0.71,0,0,59.31,1.55,,,0,2.99,1.09,0,9.87,0,0,0,0.03,1040,
2219,Inconel718KC1546,1025.3,No,37810.8,DoublePrime,No,1.22,0.0048,0.058,0.36,17.78,0,18.87,0,0,0,0.11,2.93,0,3.94,53.28,0.003,0,0,0.88,0,0.56,0,0,0,0,0,0,,15.5
2220,Inconel625,,No,3484,,No,0.25,0,0.016,0,21.45,0,1.41,0,,0,0.05,8.89,0.006,3.77,63.84,0,,,0.06,0,0.26,0,0,0,0,0,0,984,
2221,Udimet500,,No,36708,,No,2.9,0.006,0.08,18.5,18,0,0,0,,0,0,4,0,0,54,0,,,0,0,2.9,0,0,0,0,0,0.05,1215,
2222,Inconel706,1006,No,14223,Both,No,0.24,0.0045,0.045,0,15.75,0,39.03,0,0,0,0.06,0,0,2.89,40.19,0.002,0,0,0.13,0,1.66,0,0,0,0,0,0,,20
2223,Inconel718P_M,1245,No,12788,DoublePrime,Yes,5.45,0,0.04,0,18.61,0,18.61,0,0,0,0,3.02,0,0,53.35,0,0,0,0,0,0.92,0,0,0,0,0,0,,22.2
2224,KM48,,No,11176,,No,3.81,0.034,0.0633,17.56,12.3,0,0,,,0.0014,0,4.01,0,1.97,55.53,0.319,,,0,0,4.38,0,0,0,0,0,0.0235,,
2225,Waspaloy1653,630.3,No,44108,GammaPrime,No,1.33,0.003,0.036,8.1,19.3,0,0,0,0,0,0,3.99,0,0,64.17,0,0,0,0,0,3.01,0,0,0,0,0,0.06,,
2226,Inconel718KC1541,1130.1,No,37810.8,DoublePrime,No,0.74,0.0075,0.064,0.36,17.6,0,18.87,0,0,0,0.11,2.96,0,5.34,52.96,0.011,0,0,0.6,0,0.37,0,0,0,0,0,0,,12.5
2227,Inconel718p1,,No,27840,,No,0.52,0.005,0.02,0,18.69,0.001,18.96,,,0,0.02,3.01,0,5.2,52.52,0,,,0.05,0,1.01,0,0,0,0,0,0,,
2228,Allvac718PLUS,,No,11666,,No,1.5,0,0,9,18,0,10,,,0,0,2.8,0,5.5,52.5,0,,,0,0,0.7,0,0,0,0,0,0,,
2229,Inconel718KC1539,,No,11670,,No,0.68,0.0084,0.062,0.23,17.48,0.004,18.09,0,,0,0.11,3.01,0,5.41,52.94,0,,,0.17,0,0.91,0,0,0,0,0,0,1360.3,
2230,Inconel718,,No,11666,,No,0.6,0.004,0.03,0,18,0.022,19.2,,,0,0,2.9,0,5.25,53.07,0,,,0,0,0.95,0,0,0,0,0,0,,
2231,Inconel718KC1543,1146.6,No,37810.8,DoublePrime,No,1.12,0.0099,0.058,0.36,17.4,0,14.94,0,0,0,0.11,3.02,0,6.47,54.2,0.005,0,0,0.92,0,1.37,0,0,0,0,0,0,,8.7
2232,U720Li,950,No,41440,GammaPrime,Yes,2.47,0.018,0.023,15.3,16.2,0,0,0,0,0,0,3.06,0,0,56.38,0,0,0,0,0,5.18,0,1.33,0,0,0,0.039,,21
2233,Inconel718,,No,11666,,No,0,0,0,9,18,0,10,,,0,0,2.9,0,6.16,60.1,0,,,0,0,0,0,0,0,0,0,0,,
2234,Udimet720P/M,,No,77896,,No,2.5,0.02,0.025,14.7,16,0,0,0,,0,0,3,0,0,57.48,0,,,0,0,5,0,1.25,0,0,0,0.03,1350,
2235,MERL76,175,No,30062,GammaPrime,Yes,5,0.02,0.02,18.5,12.5,0,0,0.4,0,0,0,3.2,0,1.4,54.5,0,0,0,0,0,4.4,0,0,0,0,0,0.06,,33
2236,Unnamedalloy8,,No,0,,No,5.55,0,0,15,10,0,0,,,0,0,3.5,0,0,60.75,0,,,0,0,5.2,0,0,0,0,0,0,,
2237,InconelX750,,No,36610,,No,0.7,0,0.04,0,15.5,0,7,0,,0,0.5,0,0,1,73,0,,,0.2,0,2.5,0,0,0,0,0,0,1050,
2238,Inconel718,1130,No,12230,DoublePrime,No,1.85,0.0033,0.056,0,17.58,0,17,0,0,0,0,2.85,0,3.44,56.04,0,0,0,0,0,1.18,0,0,0,0,0,0,,32.2
2239,HastelloyX,,No,1121,,No,0,0,0.1,1.5,22,0,18.5,0,,0,0.5,9,0,0,47,0,,,0.5,0,0,0,0.6,0,0,0,0,255,
2240,Inconel625,579,No,3523,DoublePrime,Yes,0.28,0,0.026,0,21.28,0,1.41,0,0,0,0.03,8.97,0.005,3.79,63.87,0,0,0,0.07,0,0.27,0,0,0,0,0,0,,41
2241,Ta718,,No,11708,,No,0.5,0.001,0.03,0,20.4,0,18.9,0,,0,0,3.3,0,0,48.5,0,,,0,7.2,0.9,0,0,0,0,0,0,1034,
2242,Inconel713C,,No,4820,,No,6.3,0.011,0.09,0,13.5,0,0,,,0,0,4.6,0,1.8,71.33,0,,,0,1.5,0.8,0,0,0,0,0,0.07,,
2243,Nimonic090,,No,19896,,No,1.5,0.003,0.07,16.5,19.5,0,0,,,0,0.3,0,0,0,59,0,,,0.3,0,2.5,0,0,0,0,0,0.06,,
2244,Inconel713+Hf,760,No,0,GammaPrime,No,5.9,0.015,0.05,0,12,0,0,1.3,0,0,0,4.5,0,2,74,0,0,0,0,0,0.6,0,0,0,0,0,0.05,,11
2245,Rene220,,No,0,,No,1.3,0.015,0.04,16,20.1,0,1,,,0,0,2.4,0,1,52.95,0,,,0.5,2.1,2.5,0,0,0,0,0,0.1,,
2246,SEL-15,,No,5260,,No,5.4,0.015,0.07,14.5,11,0,0,0,,0,0,6.5,0,0.5,58,0,,,0,0,2.5,0,1.5,0,0,0,0,840,
2247,Inconel718_s,883,No,7052,DoublePrime,No,0.5,0,0,0,18.5,0,18.5,0,0,0,0,3,0,5,53.4,0,0,0,0,0,1,0,0,0,0,0,0,,29.6
2248,Inconel718KC1547,,No,985003.3333,,No,0.28,0.0061,0.058,0.37,17.55,0.002,17.35,0,,0,0.11,2.96,0,6,53.54,0,,,0.3,0,1.26,0,0,0,0,0,0,1543,
2249,Inconel738LC,,No,22474,,No,3.48,0.01,0.1,8.36,16.06,0,0,0,,0,0,1.85,0,0,66.79,0,,,0,0,3.35,0,0,0,0,0,0,1013,
2250,Inconel731X,,No,0,,No,5.6,0.014,0.16,9.72,9.6,0,0.23,,,0,0,2.46,0,0,66.66,0,,,0.045,0,4.66,0.85,0,0,0,0,0,,
2251,Waspaloy,,No,19640,,No,1.44,0,0.018,13.8,19.6,0,0.4,0,,0,0,4.25,0,0,57.53,0,,,0.04,0,2.92,0,0,0,0,0,0,1105,
2252,Inconel600,285,No,2242,Solution,No,0,0,0.08,0,15.5,0,8,0,0,0,0.5,0,0,0,76,0,0,0,0.2,0,0,0,0,0,0,0,0,,45
2253,Rene95,,No,1964,,No,3.43,0.009,0.07,7.85,13.63,0.007,0,0,,0,0,3.5,0,3.46,62,0,,,0.01,0,2.48,0,3.5,0,0,0,0.05,1531,
2254,Inconel718P_M,992,No,12788,DoublePrime,Yes,5.45,0,0.04,0,18.61,0,18.61,0,0,0,0,3.02,0,0,53.35,0,0,0,0,0,0.92,0,0,0,0,0,0,,13.9
2255,Waspaloy,,No,0,,No,1.3,0.006,0.035,13.5,19.4,0.006,0,0,,0,0,4.3,0,0,58.5,0,,,0,0,3,0,0,0,0,0,0,837,
2256,Inconel625,,No,3611,,No,0.25,0,0.021,0,21.43,0,1.28,0,,0,0.03,8.88,0.006,3.77,64.02,0,,,0.05,0,0.26,0,0,0,0,0,0,1069,
2257,B-1900,733,No,13320,GammaPrime,No,6,0.013,0.13,10,8,0,0,0,0,0,0,6,0,0,68.78,0,0,0,0,0,1,0,0,0,0,0,0.08,,2.7
2258,Inconel718,,No,11666,,No,0.6,0.004,0.03,0,18,0.016,19.2,,,0,0,2.9,0,5.25,53.07,0,,,0,0,0.95,0,0,0,0,0,0,,
2259,Inconel100GATORIZE,,No,0,,No,5,0.03,0.07,18.5,12.4,0,0,0,,0,0,3.2,0,0,55.8,0,,,0,0,4.3,0.8,0,0,0,0,0.06,1580,
2260,Udimet720P/M,,No,23914,,No,2.5,0.02,0.025,14.75,16,0,0,0,,0,0,3,0,0,57.41,0,,,0,0,5,0,1.25,0,0,0,0.07,1655,
2261,Haynes230,,No,0,,No,0.3,0,0.1,0,22,0,0,0,,0,0.5,2,0,0,57,0,,,0.4,0,0,0,14,0,0,0,0,870,
2262,MAR-M421,,No,1213,,No,4.3,0.015,0.14,9.5,15.8,0,0,0,,0,0,2,0,2,61,0,,,0,0,1.8,0,3.8,0,0,0,0.05,965,
2263,Inconel713C,,No,0,,No,6.2,0.011,0.1,0,13.1,0,0,,,0,0,4.5,0,1.6,71.87,0,,,0,1.75,0.8,0,0,0,0,0,0.07,,
2264,MERL76,,No,28885,,No,5,0.02,0.02,18.5,12.5,0,0,0,,0,0,3.2,0,1.4,54.5,0.4,,,0,0,4.4,0,0,0,0,0,0.06,1634,
2265,Inconel713+Hf,620,No,0,GammaPrime,No,5.9,0.015,0.05,0,12,0,0,1.3,0,0,0,4.5,0,2,74,0,0,0,0,0,0.6,0,0,0,0,0,0.05,,6
2266,Inconel718KC1552,845.3,No,37810.8,DoublePrime,No,0.26,0.0055,0.054,0.36,18.02,0,20.71,0,0,0,0.11,2.86,0,3.94,51.99,0.002,0,0,0.31,0,0.52,0,0,0,0,0,0,,23.5
2267,Nimonic090,,No,19896,,No,1.5,0.003,0.07,16.5,19.5,0,0,0,,0,0.3,0,0,0,59,0,,,0.3,0,2.5,0,0,0,0,0,0.06,1075,
2268,Inconel625,276,No,1743038,DoublePrime,No,0.2,0,0.05,0,21.5,0,2,0,0,0,0.2,9,0,3.6,63.05,0,0,0,0.2,0,0.2,0,0,0,0,0,0,,80
2269,J5,,No,8250,,No,0.1,0,0.01,0,12.3,0,0,,,0,0,22,0,0,64.51,0,,,0,1,0,0,0,0,0,0,0,,
2270,TDNickel,987,No,982,Solution,No,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,0,0,0,0,0,0,0,0,0,1.757575758,0.242424242,0,,29.9
2271,Alloy909,676,No,11694,GammaPrime,No,0.05,0,0.005,12.9,0.1,0,41.4,0,0,0,0,0.03,0,5.1,38.44,0,0,0,0.42,0,1.56,0,0,0,0,0,0,,35
2272,Inconel625,,No,1149,,No,0.2,0,0.05,0,21.5,0,2.5,0,,0,0.2,9,0,3.6,61,0,,,0.2,0,0.2,0,0,0,0,0,0,910,
2273,J5,,No,8250,,No,0.1,0,0.01,0,12.3,0,0,,,0,0,22,0,0,64.51,0,,,0,1,0,0,0,0,0,0,0,,
2274,Waspaloy1730,,No,44108,,No,1.35,0.001,0.04,0.01,19.5,0,0,,,0,0,3.94,0,0,72.09,0,,,0,0,3.01,0,0,0,0,0,0.06,,
2275,Ticolloy1,940,No,0,Both,No,0.46,0.003,0.031,0,18,0,18.25,0,0,0.001,0,3.05,0,5.26,54,0,0,0,0,0,0.95,0,0,0,0,0,0,,4
2276,Unnamedalloy29,,No,0,,No,5,0.02,0.07,18.53,12.38,0,0,0,,0,0.01,3.29,0,0,55.72,0,,,0,0,4.18,0.74,0,0,0,0,0.06,1380,
2277,Inconel725HS,,No,7406,,No,0.2,0,0,0,20.8,0,7.6,0,,0,0,8,0,3.5,58.5,0,,,0,0,1.5,0,0,0,0,0,0,1373,
2278,MAR-M246+Hf,869,No,42150,GammaPrime,No,5.5,0.015,0.14,10,9,0,0,1.8,0,0,0,2.5,0,0,63,0,0,0,0,1.5,1.5,0,10,0,0,0,0.05,,6.5
2279,Inconel718,777,Yes,27685,DoublePrime,No,0.53,0,0.05,0,17.9,0,18.92,0,0,0,0.06,3,0,5,53.5,0,0,0,0.05,0,0.99,0,0,0,0,0,0,,20.7
2280,Rene95,,No,46848,,No,3.5,0.01,0.15,8,14,0,0,0,,0,0,3.5,0,3.5,61,0,,,0,0,2.5,0,3.5,0,0,0,0.05,1170,
2281,Thermo-Span,1309,No,11805,GammaPrime,No,0.45,0.004,0,29,5.5,0,34.8,0,0,0,0,0,0,4.8,24.25,0,0,0,0.35,0,0.85,0,0,0,0,0,0,,22.1
2282,Rene220,,No,6812,,No,0.5,0.01,0.015,12,18,0,0,0,,0,0,3,0,5,57.48,0,,,0,3,1,0,0,0,0,0,0,889,
2283,Cabot214,,No,4484,,No,4.5,0,0,0,16,0,2.5,0,,0,0,0,0,0,75,0,,,0,0,0,0,0,0,0,0,0,560,
2284,InconelMA0754,,No,1316,,No,0.3,0,0.05,0,20,0,0,0,,0,0,0,0,0,78,0,,,0,0,0.5,0,0,0,0,0,0,345,
2285,UDM56,,No,2326,,No,4.5,0.07,0.02,5,16,0,0,,,0,0,1.5,0,0,64,0,,,0,0,2,0.5,6,0,0,0,0.03,,
2286,Astroloy,965,No,36924,GammaPrime,No,4,0.03,0.06,17,15,0,0,0,0,0,0,5.3,0,0,55,0,0,0,0,0,3.5,0,0,0,0,0,0,,16
2287,SEL,,No,12160,,No,4.4,0.015,0.08,22,15,0,0,0,,0,0,4.5,0,0,51,0,,,0,0,2.4,0,0,0,0,0,0,875,
2288,Udimet700,,No,41192,,No,4.42,0.03,0.06,18.8,15.5,0,0.15,,,0,0.1,5.1,0,0,52.28,0,,,0.1,0,3.41,0,0,0,0,0,0.05,,
2289,Inconel718,,No,11666,,No,0,0,0,9,18,0,10,,,0,0,2.9,0,4.67,60.1,0,,,0,0,0,0,0,0,0,0,0,,
2290,Inconel706,910,No,14223,Both,No,0.2,0,0.03,0,16,0,40,0,0,0,0.2,0,0,2.9,41.5,0,0,0,0.2,0,1.8,0,0,0,0,0,0,,19
2291,Waspaloy,,No,36708,,No,1.3,0.006,0.08,13.5,19.5,0,0,0,,0,0,4.3,0,0,58,0,,,0,0,3,0,0,0,0,0,0,1115,
2292,Allvac718PLUS,862,No,392890,GammaPrime,No,1.5,0.005,0.02,9.1,17.4,0,9.7,0,0,0,0,2.7,0,5.5,52.36,0.013,0,0,0,0,0.7,0,1,0,0,0,0,,
2293,Unnamedalloy16,,No,0,,No,6,0.02,0.085,0,6,0,0,,,0,0,2,0,1.5,73.3,0,,,0,0,0,0,11,0,0,0,0.1,,
2294,Unnamedalloy30,920,No,11702,GammaPrime,No,0.55,0.004,0.03,19.6,0,0,44.86,0,0,0,0,0,0,4.02,29.2,0,0,0,0.45,0,1.29,0,0,0,0,0,0,,11.7
2295,Nimonic263,370,No,6621.8,GammaPrime,No,0.5,0.001,0.06,20,20,0,0,0,0,0,0.4,5.9,0,0,51,0,0,0,0.3,0,2.1,0,0,0,0,0,0.02,,42
2296,Inconel939,,No,10640,,No,1.9,0.01,0.15,19,22.5,0,0,0,,0,0,0,0,1,48.24,0,,,0,1.4,3.7,0,2,0,0,0,0.1,759,
2297,Inconel713+Hf,415,No,0,GammaPrime,No,5.9,0.015,0.05,0,12,0,0,1.3,0,0,0,4.5,0,2,74,0,0,0,0,0,0.6,0,0,0,0,0,0.05,,15
2298,NimonicPK.33,134,No,3670.75,GammaPrime,No,2,0.03,0.05,14,18.5,0,0.3,0,0,0,0.1,7,0,0,56,0,0,0,0.1,0,2,0,0,0,0,0,0,,
2299,Udimet720P/M,,No,24006,,No,2.5,0.03,0.025,14.75,16,0,0,0,,0,0,3,0,0,57.41,0,,,0,0,5,0,1.25,0,0,0,0.035,1581,
2300,Inconel706,1005,No,14223,Both,No,0.2,0,0.03,0,16,0,40,0,0,0,0.2,0,0,2.9,41.5,0,0,0,0.2,0,1.8,0,0,0,0,0,0,,20
2301,Unnamedalloy29,,No,0,,No,5,0.02,0.07,18.53,12.38,0,0,,,0,0.01,3.29,0,0,55.72,0,,,0,0,4.18,0.74,0,0,0,0,0.06,,
2302,Alloy901,,No,20994,,No,0.2,0.015,0.05,0,12.5,0,36,,,0,0.1,5.7,0,0,42.5,0,,,0.1,0,2.8,0,0,0,0,0,0,,
2303,Inconel738LC,,No,22520,,No,3.44,0.01,0.09,8.61,15.95,0,0.04,,,0,0,1.77,0,0.92,61.18,0,,,0,1.76,3.55,0,2.64,0,0,0,0.038,,
2304,AF115,869,No,37552,GammaPrime,Yes,3.8,0.02,0.05,15,10.7,0,0,0.75,0,0,0,3.9,0,1.7,56.33,0,0,0,0,0,3.9,0,3.8,0,0,0,0.05,,
2305,Haynes263,,No,10566,,No,0.6,0.005,0.06,20,20,0,0.7,,,0,0.4,6,0,0,49.64,0,,,0.2,0,2.4,0,0,0,0,0,0,,
2306,MAR-M247:WWS,,No,203820,,No,5.57,0.016,0.14,10.05,8.51,0,0.16,0,,0,0,0.71,0,0,59.31,1.55,,,0,2.99,1.09,0,9.87,0,0,0,0.03,989,
2307,MA0754,,No,0,,No,0.3,0,0.05,0,20,0,1,,,0,0,0,0,0,77.55,0,,,0,0,0.5,0,0,0,0,0,0,,
2308,Inconel718KC1542,,No,985003.3333,,No,0.75,0.009,0.06,0.36,17.42,0.004,18.03,0,,0,0.11,2.99,0,5.47,53.21,0,,,0.61,0,0.97,0,0,0,0,0,0,1447.2,
2309,Inconel718,813,No,391666,DoublePrime,No,0.5,0.004,0.02,0,18,0,18.1,0,0,0,0,2.9,0,5.3,54.17,0.008,0,0,0,0,1,0,0,0,0,0,0,,
2310,AlloyT+,945,No,7960,GammaPrime,Yes,3.1,0.02,0.045,17,15,0,0,0,0,0,0,4,0,0,53.88,0,0,0,0,2.5,4.4,0,0,0,0,0,0.06,,26.94
2311,Udimet720P_M,1500,No,24006,GammaPrime,Yes,2.5,0.04,0.025,14.75,16,0,0,0,0,0,0,3,0,0,57.41,0,0,0,0,0,5,0,1.25,0,0,0,0.035,,16.5
2312,Inconel738,,No,0,,No,3.39,0.011,0.17,8.57,15.91,0,0,,,0,0,2.59,0,0.02,62.22,0,,,0,1.68,3.34,0,2.53,0,0,0,0.1,,
2313,Inconel718,,No,15924,,No,0.57,0.002,0.04,0.02,17.97,0,19.15,0,,0,0.17,3.06,0,5.24,52.59,0,,,0.25,0,0.94,0,0,0,0,0,0,1248,
2314,Rene41,1310,No,16424,GammaPrime,No,1.5,0.005,0.09,11,19,0,0,0,0,0,0,10,0,0,55,0,0,0,0,0,3.1,0,0,0,0,0,0,,15
2315,UDM56,,No,2326,,No,4.5,0.07,0.02,5,16,0,0,0,,0,0,1.5,0,0,64,0,,,0,0,2,0.5,6,0,0,0,0.03,945,
2316,Waspaloy1652,,No,44108,,No,1.32,0.003,0.035,10,19.4,0,0,,,0,0,4.02,0,0,62.11,0,,,0,0,3.05,0,0,0,0,0,0.06,,
2317,PM3030,550,No,3140,yprime+ODS,No,6.6,0,0,0,17,0,0,0,0,0,0,2,0,0,67.8,0,0,0,0,2,0,0,3.5,0.866164748,0,0.233835252,0,,7
2318,J15,224,No,4500,Solution,No,0.1,0,0.005,0,12.3,0,0,0,0,0,0,17.3,0,0,64.42,0,0,0,0,1,0,0,4.8,0.08,0,0,0,,
2319,Alloy901,760,No,20994,GammaPrime,No,0.2,0.015,0.05,0,12.5,0,36,0,0,0,0.1,5.7,0,0,42.5,0,0,0,0.1,0,2.8,0,0,0,0,0,0,,13
2320,waspaloy41,,No,19620,,No,1.36,0.011,0.01,14,19,0,0,0,,0,0,4.1,0,0,58.37,0,,,0,0,3.15,0,0,0,0,0,0,1365,
2321,Inconel706,,No,15810,,No,0.26,0.0034,0.008,0,15.65,0.003,37.1,,,0,0.02,0.02,0.0046,2.96,42.38,0,,,0.05,0,1.54,0,0,0,0,0,0,,
2322,Ta718,863,No,11708,DoublePrime,Yes,0.5,0.001,0.03,0,20.4,0,18.9,0,0,0,0,3.3,0,0,48.5,0,0,0,0,7.2,0.9,0,0,0,0,0,0,,30.4
2323,Alloy901,,No,20994,,No,0.2,0.015,0.05,0,12.5,0,36,0,,0,0.1,5.7,0,0,42.5,0,,,0.1,0,2.8,0,0,0,0,0,0,960,
2324,Udimet710,,No,41416,,No,2.5,0.02,0.07,15,18,0,0,,,0,0,3,0,0,55,0,,,0,0,5,0,1.5,0,0,0,0,,
2325,Haynes230,265,No,0,Solution,No,0.3,0,0.1,0,22,0,0,0,0.02,0,0.5,2,0,0,57,0,0,0,0.4,0,0,0,14,0,0,0,0,,48
2326,Waspaloy12,,No,19620,,No,1.35,0.03,0.018,14,18.9,0,0,,,0,0,4.1,0,0,58.5,0,,,0,0,3.1,0,0,0,0,0,0,,
2327,Inconel783,,No,15205,,No,5.4,0,0.008,35,3.3,0,25,0,,0,0,0,0,3,28.03,0,,,0.06,0,0.2,0,0,0,0,0,0,984,
2328,KM45,,No,11176,,No,3.69,0.008,0.0236,17.59,12.47,0,0,,,0.0023,0,3.96,0,1.93,55.71,0.313,,,0,0,4.26,0,0.02,0,0,0,0.022,,
2329,U720Li,,No,41440,,No,2.47,0.018,0.023,15.3,16.2,0,0,0,,0,0,3.06,0,0,56.38,0,,,0,0,5.18,0,1.33,0,0,0,0.039,1170,
2330,Inconel718KC1540,948.7,No,37810.8,DoublePrime,No,0.67,0.0083,0.063,0.26,17.34,0,18.46,0,0,0,0.14,3,0,5.41,53.34,0.005,0,0,1.03,0,0.94,0,0,0,0,0,0,,13.9
2331,Inconel625,,No,982,,No,0.28,0,0.026,0,21.28,0,1.41,0,,0,0.03,8.97,0.005,3.79,63.87,0,,,0.07,0,0.27,0,0,0,0,0,0,1166,
2332,UDM56,725,No,2326,GammaPrime,No,4.5,0.07,0.02,5,16,0,0,0,0,0,0,1.5,0,0,64,0,0,0,0,0,2,0.5,6,0,0,0,0.03,,23
2333,Allvac718PLUS,,No,12890,,No,1.5,0.005,0.02,9.1,17.4,0.013,9.7,,,0,0,2.7,0,5.5,52.36,0,,,0,0,0.7,0,1,0,0,0,0,,
2334,Inconel738X,,No,22474,,No,3.7,0.0125,0.15,8.96,15.5,0,0.14,0,,0,0.1,1.68,0,1.5,59.89,0,,,0.1,1.9,3.75,0,2.55,0,0,0,0.069,730.2,
2335,B-1900,,No,13320,,No,6,0.013,0.13,10,8,0,0,0,,0,0,6,0,0,68.78,0,,,0,2.15,1,0,0,0,0,0,0.08,1004,
2336,Inconel713C,,No,0,,No,5.9,0.01,0.05,0,12,0,0,0,,0,0,4.5,0,2,75,0,,,0,0,1.6,0,0,0,0,0,0.1,750,
2337,Rene95,,No,13253,,No,3.43,0.009,0.07,7.85,13.63,0.007,0,,,0,0,3.5,0,3.46,62,0,,,0.01,0,2.48,0,3.5,0,0,0,0.05,,
2338,MAR-M247:WWS,,No,203820,,No,5.57,0.016,0.14,10.05,8.51,0,0.16,,,0,0,0.71,0,0,59.31,1.55,,,0,2.99,1.09,0,9.87,0,0,0,0.03,,
2339,Inconel617,180,No,0,GammaPrime,No,1,0,0.07,12.5,22,0,0,0,0,0,0,9,0,0,54,0,0,0,0,0,0.3,0,0,0,0,0,0,,84
2340,Nimonic75,,No,1,,No,0,0,0.1,0,19.5,0,3,,,0,0.3,0,0,0,76,0,,,0.3,0,0.4,0,0,0,0,0,0,,
2341,Udimet710,1107,No,18722,GammaPrime,No,2.48,0.015,0.06,15.5,17.8,0,0.14,0,0,0,0.03,3.17,0,0,54.09,0,0,0,0,0,4.97,0,1.75,0,0,0,0,,19.7
2342,Inconel718KC1547,,No,11781.11111,,No,0.28,0.0061,0.058,0.37,17.55,0.002,17.35,0,,0,0.11,2.96,0,6,53.54,0,,,0.3,0,1.26,0,0,0,0,0,0,1425.1,
2343,TMW4,1100,No,32160,GammaPrime,No,1.9,0.02,0.02,26.3,14.9,0,0,0,0,0,0,2.8,0,0,46.84,0,0,0,0,0,6,0,1.2,0,0,0,0.02,,13.5
2344,Unnamedalloy28,,No,49600,,No,1.49,0,0.006,19.2,24.25,0,0,,,0,0,1.44,0,1.08,76.4,0,,,0,0,2.93,0,0,0,0,0,0,,
2345,Haynes556,,No,0,,No,0.3,0,0.1,20,22,0,29,0,,0,1.5,3,0.2,0.1,20,0,,,0.4,0.9,0,0,2.5,0,0,0,0,330,
2346,Astroloy,1076,No,41520,GammaPrime,Yes,4.1,0,0.035,16.8,14.6,0,0.25,0,0,0,0,5.2,0,0,55.43,0,0,0,0.02,0,3.54,0,0,0,0,0,0,,14.3
2347,Inconel718KC1543,,No,11781.11111,,No,1.12,0.0099,0.058,0.36,17.4,0.005,14.94,0,,0,0.11,3.02,0,6.47,54.2,0,,,0.92,0,1.37,0,0,0,0,0,0,1383.8,
2348,Inconel939,,No,10640,,No,1.9,0.01,0.15,19,22.5,0,0,0,,0,0,0,0,1,48.24,0,,,0,1.4,3.7,0,2,0,0,0,0.1,750,
2349,Rene63,727,No,16821,GammaPrime,No,3.8,0.01,0.02,15,14,0,0,0,0,0,0,6,0,0,58.62,0,0,0,0,0,2.5,0,0,0,0,0,0.05,,
2350,MAR-M247:WST,840,Yes,24530,GammaPrime,No,5.42,0.015,0.13,10,8.4,0,0.08,1.41,0,0,0,0.78,0,0,59.81,0,0,0,0,2.9,1.03,0,10,0,0,0,0.03,,16
2351,Haynes242,,No,7150,,No,0,0,0,0,8,0,0,,,0,0,25,0,0,66,0,,,0,1,0,0,0,0,0,0,0,,
2352,Inconel706,979,No,14223,Both,No,0.23,0.0045,0.041,0,15.79,0,37.88,0,0,0,0.07,0,0,3.05,41.16,0.001,0,0,0.09,0,1.68,0,0,0,0,0,0,,19
2353,Inconel718KC1546,,No,985003.3333,,No,1.22,0.0048,0.058,0.36,17.78,0.003,18.87,0,,0,0.11,2.93,0,3.94,53.28,0,,,0.88,0,0.56,0,0,0,0,0,0,1355.5,
2354,Alloy901,,No,20994,,No,0.2,0.015,0.05,0,12.5,0,36,0,,0,0.1,5.7,0,0,42.5,0,,,0.1,0,2.8,0,0,0,0,0,0,1205,
2355,Haynes556,410,No,0,Solution,No,0.3,0,0.1,20,22,0,29,0,0,0,1.5,3,0.2,0.1,20,0,0,0,0.4,0.9,0,0,2.5,0.02,0,0,0,,48
