,Name,"Tensile Strength, Yield",Heat treatment 1 Temperature,Heat treatment 1 Time,Heat treatment 2 Temperature,Heat treatment 2 Time,Heat treatment 3 Temperature,Heat treatment 3 Time,Heat treatment 4 Temperature,Heat treatment 4 Time,Heat treatment 5 Temperature,Heat treatment 5 Time,Al,B,C,Co,Cr,Cu,Fe,Hf,La,Mg,Mn,Mo,N,Nb,Ni,P,Re,Ru,Si,Ta,Ti,V,W,Y,Th,O,Zr,"Tensile Strength, Ultimate",Elongation at Break
1254,Inconel718KC1547,1367.2,3092.4,1,2327.4,8,2012.4,8,0,0,0,0,0.28,0.0061,0.058,0.37,17.55,0,17.35,0,0,0,0.11,2.96,0,6,53.54,0.002,0,0,0.3,0,1.26,0,0,0,0,0,0,,8
1255,RR7080,295,871,20,0,0,0,0,0,0,0,0,5.5,0.015,0.14,10,9,0,0,1.5,0,0,0,0,0,0,61,0,0,0,0,2.5,1.5,0,10,0,0,0,0.05,,14
1256,Inconel738LC,,1120,2,845,24,0,0,0,0,0,0,3.44,0.01,0.09,8.61,15.95,0,0.04,0,,0,0,1.77,0,0.92,61.18,0,,,0,1.76,3.55,0,2.64,0,0,0,0.038,789,
1257,Udimet710,,1177,4,1079,4,843,24,760,16,0,0,2.5,0.02,0.07,15,18,0,0,0,,0,0,3,0,0,55,0,,,0,0,5,0,1.5,0,0,0,0,1290,
1258,Inconel718,,1040,1,955,1,720,8,620,8,0,0,0.63,0,0.05,0,17.9,0,18.84,0,,0,0.18,3,0,5.1,52.96,0,,,0.22,0,1.12,0,0,0,0,0,0,1096,
1259,Haynes556,220,1177,0,0,0,0,0,0,0,0,0,0.3,0,0.1,20,22,0,29,0,0,0,1.5,3,0.2,0.1,20,0,0,0,0.4,0.9,0,0,2.5,0.02,0,0,0,,49
1260,Udimet720Li,,1168,2,1143,2,760,8,649,24,0,0,2.5,0.018,0.023,14.73,16.26,0,0,0,,0,0,3.01,0,0,57.14,0,,,0,0,5.05,0,1.27,0,0,0,0,1458,
1261,Rene80,,1218,4,1093,4,1052,24,843,16,0,0,3,0.015,0.17,9.5,14,0,0,,,0,0,4,0,0,60,0,,,0,0,5,0,4,0,0,0,0.03,,
1262,Haynes242,,1200,0,650,5,650,6,0,0,0,0,0,0,0,0,8,0,0,,,0,0,25,0,0,66,0,,,0,1,0,0,0,0,0,0,0,,
1263,Inconel738,894,0,0,0,0,0,0,0,0,0,0,3.4,0.011,0.17,8.7,16.2,0,0,0,0,0,0,3.1,0,1,62.22,0,0,0,0,1.7,3.3,0,0.1,0,0,0,0.1,,11.2
1264,InconelMA0754,815,1316,1,0,0,0,0,0,0,0,0,0.3,0,0.05,0,20,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0.5,0,0,0.472453499,0,0.127546501,0,,27
1265,MERL76,,1176,2,1121,0,0,0,0,0,0,0,5,0.02,0.02,18.5,12.5,0,0,0,,0,0,3.2,0,1.4,54.5,0.4,,,0,0,4.4,0,0,0,0,0,0.06,1227,
1266,B-1900,,0,0,0,0,0,0,0,0,0,0,6,0.015,0.1,10,8,0,0,0,,0,0,6,0,0,64,0,,,0,4,1,0,0,0,0,0,0.1,550,
1267,Udimet720,,871,2,760,8,649,24,0,0,0,0,2.5,0.017,0.015,14.75,16,0,0,0,,0,0,3,0,0,57.43,0,,,0,0,5,0,1.25,0,0,0,0.035,1475,
1268,Inconel713+Hf,,0,0,0,0,0,0,0,0,0,0,5.9,0.015,0.05,0,12,0,0,,,0,0,4.5,0,2,74,1.3,,,0,0,0.6,0,0,0,0,0,0.05,,
1269,B-1900,,1080,4,900,10,0,0,0,0,0,0,6,0.013,0.13,10,8,0,0,,,0,0,6,0,2.15,68.78,0,,,0,0,1,0,0,0,0,0,0.08,,
1270,Rene95,,1052,1,871,1,0,704,0,0,0,0,3.43,0.009,0.07,7.85,13.63,0.007,0,0,,0,0,3.5,0,3.46,62,0,,,0.01,0,2.48,0,3.5,0,0,0,0.05,1806,
1271,Udimet720P_M,1131,1129,2,760,8,649,24,0,0,0,0,2.5,0.02,0.025,14.75,16,0,0,0.75,0,0,0,3,0,0,57.41,0,0,0,0,0,5,0,1.25,0,0,0,0.035,,20
1272,Inconel718,,1040,1,955,1,720,8,620,8,0,0,0.63,0,0.05,0,17.9,0,18.84,0,,0,0.18,3,0,5.1,52.96,0,,,0.22,0,1.12,0,0,0,0,0,0,1056,
1273,Unnamedalloy8,,0,0,0,0,0,0,0,0,0,0,5.55,0,0,15,10,0,0,,,0,0,3.5,0,0,60.75,0,,,0,0,5.2,0,0,0,0,0,0,,
1274,CMSX2-singlecrystal,,1316,4,982,5,871,20,0,0,0,0,5.6,0,0,4.6,8,0,0,0,,0,0,0.6,0,0,66,0,,,0,5.8,0.9,0,7.9,0,0,0,0,1295,
1275,MAR-M246+Hf,,843,50,0,0,0,0,0,0,0,0,5.5,0.015,0.14,10,9,0,0,0,,0,0,2.5,0,0,63,1.8,,,0,1.5,1.5,0,10,0,0,0,0.05,860,
1276,MA6000,,0,0,0,0,0,0,0,0,0,0,4.5,0.01,0.05,0,15,0,1,,,0,0,2,0,0,69.84,0,,,0,2,2.5,0,2,0,0,0,0,,
1277,Inconel939,289,1160,4,1000,6,0,0,0,0,0,0,1.9,0.01,0.15,19,22.5,0,0,0,0,0,0,0,0,1,48.24,0,0,0,0,1.4,3.7,0,2,0,0,0,0.1,,15.3
1278,M22,860,0,0,0,0,0,0,0,0,0,0,6.3,0,0.13,0,5.7,0,0,0,0,0,0,2,0,0,71,0,0,0,0,3,0,0,11,0,0,0,0.6,,5
1279,Inconel625,512,996,1,622,4,0,0,0,0,0,0,0.32,0,0.019,0,21.49,0,1.41,0,0,0,0.04,8.88,0.006,3.77,63.74,0,0,0,0.07,0,0.26,0,0,0,0,0,0,,48
1280,Inconel718/s,,1024,1,788,5,788,7,0,0,0,0,0.5,0,0,0,18.5,0,18.5,0,,0,0,3,0,5,53.4,0,,,0,0,1,0,0,0,0,0,0,1197,
1281,Udimet720P/M,,1129,2,760,8,649,24,0,0,0,0,2.5,0.02,0.025,14.75,16,0,0,0,,0,0,3,0,0,57.41,0.75,,,0,0,5,0,1.25,0,0,0,0.035,1677,
1282,Haynes282,627,1121,2,1010,2,788,8,0,0,0,0,1.5,0.005,0.06,10,20,0,1.5,0,0,0,0.3,8.5,0,0,55.89,0,0,0,0.15,0,2.1,0,0,0,0,0,0,,33.8
1283,Haynes282,131,1121,2,1010,2,788,8,0,0,0,0,1.5,0.005,0.06,10,20,0,1.5,0,0,0,0.3,8.5,0,0,55.89,0,0,0,0.15,0,2.1,0,0,0,0,0,0,,61
1284,Nimonic115,780,1190,1.5,1099,6,0,0,0,0,0,0,4.9,0.16,0.15,13.2,14.3,0,0,0,0,0,0,0,0,0,60,0,0,0,0,0,3.7,0,0,0,0,0,0.04,,30
1285,Inconel718p4,,1160,24,0,0,0,0,0,0,0,0,0.52,0.006,0.02,0,18.45,0.0083,18.94,0,,0,0.02,3.05,0,5.17,52.76,0,,,0.05,0,1.01,0,0,0,0,0,0,1184,
1286,KM4,958,1191,4,843,4,760,4,0,0,0,0,3.65,0.025,0.0485,17.58,12.38,0,0,0,0,0.0019,0,3.9,0,1.88,56.1,0,0,0,0,0,4.41,0,0,0,0,0,0.0265,,
1287,Inconel718,1209,954,1,718,8,621,8,0,0,0,0,0.44,0,0.027,0,17.82,0,18.42,0,0,0,0,2.92,0,5.31,54.09,0,0,0,0,0.02,0.95,0,0,0,0,0,0,,22
1288,U720Li,,1052,4,650,24,760,16,0,0,0,0,2.47,0.018,0.023,15.3,16.2,0,0,,,0,0,3.06,0,0,56.38,0,,,0,0,5.18,0,1.33,0,0,0,0.039,,
1289,Inconel718,,982,1,718,8,621,8,0,0,0,0,0.59,0,0.037,0.13,18.3,0,18,0,,0,0,2.97,0,5.45,53.5,0,,,0.1,0,0.92,0,0,0,0,0,0,998,
1290,PWA1480-singlecrystal,1000,1288,4,1079,4,871,16,0,0,0,0,5,0,0,5,10,0,0,0,0,0,0,0,0,0,63,0,0,0,0,12,1.5,0,4,0,0,0,0,,14
1291,M22,,0,0,0,0,0,0,0,0,0,0,6.3,0,0.13,0,5.7,0,0,,,0,0,2,0,0,71,0,,,0,3,0,0,11,0,0,0,0.6,,
1292,SEL-15,,1315,4,0,0,0,0,0,0,0,0,5.4,0.015,0.07,14.5,11,0,0,0,,0,0,6.5,0,0.5,58,0,,,0,0,2.5,0,1.5,0,0,0,0,1100,
1293,MAR-M247:WWS,720,1185,2,871,20,0,0,0,0,0,0,5.57,0.016,0.14,10.05,8.51,0,0.16,1.55,0,0,0,0.71,0,0,59.31,0,0,0,0,2.99,1.09,0,9.87,0,0,0,0.03,,10
1294,MAR-M200+Hf,,871,50,0,0,0,0,0,0,0,0,5,0.015,0.14,10,9,0,0,,,0,0,0,0,1,59,1.8,,,0,0,2,0,12.5,0,0,0,0.05,,
1295,Astroloy,1050,1093,4,871,8,982,4,649,24,760,8,4,0.03,0.06,17,15,0,0,0,0,0,0,5.3,0,0,55,0,0,0,0,0,3.5,0,0,0,0,0,0,,16
1296,Haynes282,302,1121,2,1010,2,788,8,0,0,0,0,1.5,0.005,0.06,10,20,0,1.5,0,0,0,0.3,8.5,0,0,55.89,0,0,0,0.15,0,2.1,0,0,0,0,0,0,,37.2
1297,Unnamedalloy29,,0,0,0,0,0,0,0,0,0,0,5,0.02,0.07,18.53,12.38,0,0,0,,0,0.01,3.29,0,0,55.72,0,,,0,0,4.18,0.74,0,0,0,0,0.06,1453,
1298,TMW1,886,1100,4,650,24,760,16,0,0,0,0,2.4,0.02,0.03,14.8,16.3,0,0,0,0,0,0,3.1,0,0,59.22,0,0,0,0,0,2.8,0,1.3,0,0,0,0.03,,28.2
1299,Astroloy,,1093,4,871,8,982,4,649,24,0,0,4,0.03,0.06,17,15,0,0,0,,0,0,5.3,0,0,55,0,,,0,0,3.5,0,0,0,0,0,0,775,
1300,Unnamedalloy25,,0,0,0,0,0,0,0,0,0,0,5,0.015,0.1,10,10,0,0,,,0,0,4,0,0,65.77,0,,,0,0,5,0,0,0,0,0,0.12,,
1301,Udimet500,,1079,4,843,24,760,16,0,0,0,0,2.99,0.004,0.08,19,19.3,0,0.24,,,0,0.1,4.15,0,0,51.06,0,,,0.13,0,2.95,0,0,0,0,0,0,,
1302,Inconel707,,982,1,843,3,718,8,621,8,0,0,0.23,0.0045,0.041,0,15.79,0.001,37.88,,,0,0.07,0,0,3.05,41.16,0,,,0.09,0,1.68,0,0,0,0,0,0,,
1303,Inconel718KC1557,,954.4444444,1,718.3333333,8,621.1111111,8,0,0,0,0,0.06,0.0054,0.058,0.36,17.71,0.001,19.09,0,,0,0.11,2.93,0,5.17,52.97,0,,,0.6,0,0.94,0,0,0,0,0,0,1430,
1304,Rene220,,843,0,0,0,0,0,0,0,0,0,1.3,0.015,0.04,12.9,24,0,1,,,0,0,2.4,0,1,52.15,0,,,0.5,2.1,2.5,0,0,0,0,0,0.1,,
1305,InconelMA0754,710,1316,1,0,0,0,0,0,0,0,0,0.3,0,0.05,0,20,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0.5,0,0,0.472453499,0,0.127546501,0,,10
1306,Inconel713C,714,0,0,0,0,0,0,0,0,0,0,6.3,0.011,0.09,0,12.7,0,0,0,0,0,0,4.5,0,1,70.93,0,0,0,0,3.6,0.8,0,0,0,0,0,0.07,,7.7
1307,Inconel718_Ta,823,1093,1,816,8,760,2,0,0,0,0,0.47,0.0043,0.044,0,19.2,0,18,0,0,0,0,3,0,0.02,49.1,0,0,0,0.02,9.1,1.04,0,0,0,0,0,0,,5
1308,HaynesR-41,250,1079,4,760,16,0,0,0,0,0,0,1.5,0.006,0.09,11,19,0,5,0,0,0,0.1,10,0,0,49.7,0,0,0,0.5,0,3.1,0,0,0,0,0,0,,30.3
1309,Thermo-Span,,1093,1,718,8,621,8,0,0,0,0,0.45,0.004,0,29,5.5,0,34.8,0,,0,0,0,0,4.8,24.25,0,,,0.35,0,0.85,0,0,0,0,0,0,1310,
1310,Udimet720,859,1113,2,1079,4,649,24,760,8,0,0,2.5,0.033,0.03,14.7,17.9,0,0,0,0,0,0,3,0,0,55,0,0,0,0,0,5,0,0,0,0,0,0.03,,21.2
1311,MA0754,,0,0,0,0,0,0,0,0,0,0,0.3,0,0.05,0,20,0,1,,,0,0,0,0,0,77.55,0,,,0,0,0.5,0,0,0,0,0,0,,
1312,Rene220,,0,0,0,0,0,0,0,0,0,0,1.3,0.015,0.04,12,20.1,0,1,0,,0,0,2.4,0,1,56.95,0,,,0.5,2.1,2.5,0,0,0,0,0,0.1,898,
1313,Inconel738,,0,0,0,0,0,0,0,0,0,0,3.33,0.011,0.16,8.42,16.08,0,0,,,0,0,1.74,0,2.61,59.67,0,,,0,1.71,3.56,0,2.61,0,0,0,0.1,,
1314,Haynes282,,1121,2,1010,2,788,8,0,0,0,0,1.5,0.005,0.06,10,20,0,1.5,,,0,0.3,8.5,0,0,55.89,0,,,0.15,0,2.1,0,0,0,0,0,0,,
1315,B-1900,,1080,4,900,10,0,0,0,0,0,0,6,0.013,0.13,10,8,0,0,0,,0,0,6,0,0,68.78,0,,,0,3,1,0,0,0,0,0,0.08,915,
1316,Inconel625,420,1149,1,0,0,0,0,0,0,0,0,0.2,0,0.05,0,21.5,0,2.5,0,0,0,0.2,9,0,3.6,61,0,0,0,0.2,0,0.2,0,0,0,0,0,0,,34
1317,Inconel706,,1121,3,840,1.5,720,5,720,8,0,0,0.26,0.0034,0.008,0,15.65,0.003,37.1,,,0,0.02,0.02,0.0046,2.96,42.38,0,,,0.05,0,1.54,0,0,0,0,0,0,,
1318,Inconel713C,,0,0,0,0,0,0,0,0,0,0,6.2,0.011,0.1,0,13.1,0,0,,,0,0,4.5,0,1.6,71.87,0,,,0,1.75,0.8,0,0,0,0,0,0.07,,
1319,Waspaloy1650,,1190,24,847,4,760,16,0,0,0,0,1.35,0.004,0.035,13.5,19.4,0,0,,,0,0,4.05,0,0,58.53,0,,,0,0,3.07,0,0,0,0,0,0.06,,
1320,B-1900,,1080,4,900,10,0,0,0,0,0,0,6,0.013,0.13,10,8,0,0,,,0,0,6,0,0,68.78,0,,,0,0,1,0,0,0,0,0,0.08,,
1321,MA0754,,0,0,0,0,0,0,0,0,0,0,0.3,0,0.05,0,20,0,1,,,0,0,0,0,0,77.55,0,,,0,0,0.5,0,0,0,0,0,0,,
1322,Inconel713C,,1205,4,0,0,0,0,0,0,0,0,6,0.008,0.07,0,13.2,0,0,0,,0,0,4.4,0,2,73.47,0,,,0,0,0.8,0,0,0,0,0,0.05,838,
1323,Inconel625,,996,1,622,4,0,0,0,0,0,0,0.28,0,0.02,0,21.56,0,1.41,0,,0,0.05,8.92,0.007,3.77,63.67,0,,,0.05,0,0.26,0,0,0,0,0,0,967,
1324,Inconel718,660,1135,10,955,1,720,8,620,8,0,0,0.53,0,0.05,0,17.9,0,18.92,0,0,0,0.06,3,0,5,53.5,0,0,0,0.05,0,0.99,0,0,0,0,0,0,,15.1
1325,Inconel731X,,0,0,0,0,0,0,0,0,0,0,5.6,0.014,0.16,9.72,9.6,0,0.23,,,0,0,2.46,0,0,66.66,0,,,0.045,0,4.66,0.85,0,0,0,0,0,,
1326,RR7080,640,871,20,0,0,0,0,0,0,0,0,5.5,0.015,0.14,10,9,0,0,1.5,0,0,0,0,0,0,61,0,0,0,0,2.5,1.5,0,10,0,0,0,0.05,,6
1327,Rene95,,1093,1,815,4,0,0,0,0,0,0,3.43,0.009,0.07,7.85,13.63,0.007,0,0,,0,0,3.5,0,3.46,62,0,,,0.01,0,2.48,0,3.5,0,0,0,0.05,1551,
1328,MAR-M421,,1149,0,1065,0,4,0,0,0,0,0,4.3,0.015,0.14,9.5,15.8,0,0,,,0,0,2,0,2,61,0,,,0,0,1.8,0,3.8,0,0,0,0.05,,
1329,Inconel713C,,0,0,0,0,0,0,0,0,0,0,6.3,0.011,0.09,0,13.5,0,0,,,0,0,4.6,0,1.8,71.33,0,,,0,1.5,0.8,0,0,0,0,0,0.07,,
1330,Udimet700,,1315,4,1079,4,843,24,760,16,0,0,4.42,0.03,0.06,18.8,15.5,0,0.15,,,0,0.1,5.1,0,0,52.28,0,,,0.1,0,3.41,0,0,0,0,0,0.05,,
1331,J5,263,1200,0.5,750,6,0,0,0,0,0,0,0.1,0,0.01,0,12.3,0,0,0,0,0,0,22,0,0,64.51,0,0,0,0,1,0,0,0,0.08,0,0,0,,
1332,Haynes556,,1121,0,0,0,0,0,0,0,0,0,0.3,0,0.1,20,22,0,29,0,,0,1.5,3,0.2,0.1,20,0,,,0.4,0.9,0,0,2.5,0,0,0,0,815,
1333,Udimet720Li,,1104,4,760,8,649,24,0,0,0,0,2.43,0.014,0.011,14.1,16.3,0,0,0,,0,0,2.9,0,0,59.25,0,,,0,0,5,0,0,0,0,0,0,1703,
1334,Inconel600,,1121,2,0,0,0,0,0,0,0,0,0,0,0.08,0,15.5,0,8,0,,0,0.5,0,0,0,76,0,,,0.2,0,0,0,0,0,0,0,0,560,
1335,MERL76,,1176,2,1121,0,0,0,0,0,0,0,5,0.02,0.02,18.5,12.5,0,0,0,,0,0,3.2,0,1.4,54.5,0.4,,,0,0,4.4,0,0,0,0,0,0.06,1469,
1336,Inconel617,195,1177,0,0,0,0,0,0,0,0,0,1,0,0.07,12.5,22,0,0,0,0,0,0,9,0,0,54,0,0,0,0,0,0.3,0,0,0,0,0,0,,118
1337,Nimonic105,,1149,4,1060,16,848,16,0,0,0,0,4.7,0.005,0.13,20,15,0,0,0,,0,0.3,5,0,0,53,0,,,0.3,0,1.2,0,0,0,0,0,0.1,182,
1338,Ticolloy4,775,0,0,0,0,0,0,0,0,0,0,0.63,0.004,0.028,0,17.8,0,18.3,0,0,0.001,0,3.05,0,5.28,53.57,0,0,0,0,0,1.34,0,0,0,0,0,0,,3
1339,Inconel100,,0,0,0,0,0,0,0,0,0,0,5.5,0.014,0.18,15,10,0,0,0,,0,0,3,0,0,60,0,,,0,0,4.7,1,0,0,0,0,0.06,1110,
1340,Astroloy,971,1160,4,1080,4,850,24,760,16,0,0,4.1,0,0.035,16.8,14.6,0,0.25,0,0,0,0,5.2,0,0,55.43,0,0,0,0.02,0,3.54,0,0,0,0,0,0,,10.1
1341,SEL,180,760,16,0,0,0,0,0,0,0,0,4.4,0.015,0.08,22,15,0,0,0,0,0,0,4.5,0,0,51,0,0,0,0,0,2.4,0,0,0,0,0,0,,9
1342,MAR-M247:WLK,,1185,172,1185,0,1185,0,871,0,0,0,5.5,0.013,0.17,10.15,8.63,0,0.04,0,,0,0,0.73,0,0,59.66,1.4,,,0,3,1,0,9.67,0,0,0,0.04,407,
1343,Udimet720P/M,,760,2,7600,8,649,24,0,0,0,0,2.5,0.02,0.025,14.7,16,0,0,0,,0,0,3,0,0,57.48,0,,,0,0,5,0,1.25,0,0,0,0.03,1548,
1344,J15,,1200,0,650,5,650,6,0,0,0,0,0.1,0,0.005,0,12.3,0,0,,,0,0,17.3,0,0,64.42,0,,,0,1,0,0,4.8,0,0,0,0,,
1345,TMW4,,1100,4,650,24,760,16,0,0,0,0,1.9,0.02,0.02,26.3,14.9,0,0,0,,0,0,2.8,0,0,46.84,0,,,0,0,6,0,1.2,0,0,0,0.02,759,
1346,HastelloyX,290,1177,1,0,0,0,0,0,0,0,0,0,0,0.1,1.5,22,0,18.5,0,0,0,0.5,9,0,0,47,0,0,0,0.5,0,0,0,0.6,0,0,0,0,,45
1347,Rene125+Hf,795,0,0,0,0,0,0,0,0,0,0,4.8,0.015,0.11,10,8.5,0,0,1.4,0,0,0,2,0,0,59,0,0,0,0,3.8,2.5,0,8,0,0,0,0.05,,7
1348,NimonicPK.33,,1099,0,849,25,849,4,0,0,0,0,2,0.03,0.05,14,18.5,0,0.3,,,0,0.1,7,0,0,56,0,,,0.1,0,2,0,0,0,0,0,0,,
1349,HastelloyX,,1121,1,0,0,0,0,0,0,0,0,0,0,0.1,1.5,22,0,18.5,,,0,0.5,9,0,0,47,0,,,0.5,0,0,0,0.6,0,0,0,0,,
1350,MAR-M247:WLK,,1185,172,1185,0,1185,0,871,0,0,0,5.5,0.013,0.17,10.15,8.63,0,0.04,,,0,0,0.73,0,0,59.66,1.4,,,0,3,1,0,9.67,0,0,0,0.04,,
1351,Inconel713+Hf,,0,0,0,0,0,0,0,0,0,0,5.9,0.015,0.05,0,12,0,0,0,,0,0,4.5,0,2,74,1.3,,,0,0,0.6,0,0,0,0,0,0.05,380,
1352,Inconel713C,712,0,0,0,0,0,0,0,0,0,0,6,0.008,0.07,0,13.2,0,0,0,0,0,0,4.4,0,2,73.47,0,0,0,0,0,0.8,0,0,0,0,0,0.05,,6.9
1353,CMSX2-singlecrystal,,1316,4,982,5,871,20,0,0,0,0,5.6,0,0,4.6,8,0,0,0,,0,0,0.6,0,0,66,0,,,0,5.8,0.9,0,7.9,0,0,0,0,1185,
1354,Nimonic105,,1149,4,1060,16,848,16,0,0,0,0,4.7,0.005,0.13,20,15,0,0,0,,0,0.3,5,0,0,53,0,,,0.3,0,1.2,0,0,0,0,0,0.1,660,
1355,Nimonic090,,1079,8,704,16,0,0,0,0,0,0,1.5,0.003,0.07,16.5,19.5,0,0,0,,0,0.3,0,0,0,59,0,,,0.3,0,2.5,0,0,0,0,0,0.06,1235,
1356,MAR-M247,,843,50,0,0,0,0,0,0,0,0,5.5,0.015,0.14,10,8.3,0,0,0,,0,0,0.7,0,0,60,1.5,,,0,3,1,0,10,0,0,0,0.05,1070,
1357,J16,215,1200,0.5,650,6,0,0,0,0,0,0,0.1,0,0.008,0,12.2,0,0,0,0,0,0,15.5,0,0,64.52,0,0,0,0,1,0,0,6.6,0.07,0,0,0,,
1358,Ticolloy4,945,0,0,0,0,0,0,0,0,0,0,0.63,0.004,0.028,0,17.8,0,18.3,0,0,0.001,0,3.05,0,5.28,53.57,0,0,0,0,0,1.34,0,0,0,0,0,0,,4
1359,Udimet720P_M,1524,1175,2,760,8,649,24,0,0,0,0,2.5,0.03,0.025,14.75,16,0,0,0,0,0,0,3,0,0,57.41,0,0,0,0,0,5,0,1.25,0,0,0,0.035,,15.5
1360,Alloy909,,982,1,718,8,621,8,0,0,0,0,0.05,0,0.005,12.9,0.1,0,41.4,0,,0,0,0.03,0,5.1,38.44,0,,,0.42,0,1.56,0,0,0,0,0,0,972,
1361,Inconel718,,954,1,718,8,621,8,0,0,0,0,0.6,0.004,0.03,0,18,0.008,19.2,,,0,0,2.9,0,5.25,53.07,0,,,0,0,0.95,0,0,0,0,0,0,,
1362,Inconel718,980,954,1,718,8,621,8,760,100,0,0,0.5,0.004,0.02,0,18,0,18.1,0,0,0,0,2.9,0,5.3,54.17,0.008,0,0,0,0,1,0,0,0,0,0,0,,
1363,KM4,,1191,4,843,4,760,4,0,0,0,0,3.65,0.025,0.0485,17.58,12.38,0,0,0,,0.0019,0,3.9,0,1.88,56.1,0,,,0,0,4.41,0,0,0,0,0,0.0265,1369,
1364,WaspaloyBar,972,1020,4,845,4,760,16,0,0,0,0,1.4,0.006,0.068,13.5,19.21,0,0,0,0,0,0,4.1,0,0,58.59,0,0,0,0,0,3.13,0,0,0,0,0,0,,24
1365,Udimet720P/M,,1129,2,760,8,649,24,0,0,0,0,2.5,0.02,0.025,14.75,16,0,0,,,0,0,3,0,0,57.41,0.75,,,0,0,5,0,1.25,0,0,0,0.035,,
1366,Inconel939,,1160,4,1000,6,0,0,0,0,0,0,1.9,0.01,0.15,19,22.5,0,0,0,,0,0,0,0,1,48.24,0,,,0,1.4,3.7,0,2,0,0,0,0.1,752,
1367,Nimonic105,,1149,4,1060,16,848,16,0,0,0,0,4.7,0.005,0.13,20,15,0,0,0,,0,0.3,5,0,0,53,0,,,0.3,0,1.2,0,0,0,0,0,0.1,1130,
1368,UDM56,485,1163,2,0,16,0,0,0,0,0,0,4.5,0.07,0.02,5,16,0,0,0,0,0,0,1.5,0,0,64,0,0,0,0,0,2,0.5,6,0,0,0,0.03,,34
1369,Inconel718KC1540,,954.4444444,1,718.3333333,8,621.1111111,8,648.8888889,1500,0,0,0.67,0.0083,0.063,0.26,17.34,0.005,18.46,0,,0,0.14,3,0,5.41,53.34,0,,,1.03,0,0.94,0,0,0,0,0,0,1376.2,
1370,Allvac718PLUS,,954,1,718,8,621,8,0,0,0,0,1.5,0,0,5,18,0,10,,,0,0,2.8,0,5.5,56.5,0,,,0,0,0.7,0,0,0,0,0,0,,
1371,Unnamedalloy23,,0,0,0,0,0,0,0,0,0,0,6,0.02,0.084,0,6,0,0,,,0,0,2,0,1.5,73.3,0,,,0,0,0,0,11,0,0,0,0.1,,
1372,KM42,958,1191,4,843,4,760,4,0,0,0,0,3.46,0.023,0.035,17.66,12.44,0,0,0,0,0.0122,0,3.87,0,1.88,56.22,0,0,0,0,0,4.26,0,0.11,0,0,0,0.026,,
1373,Inconel718,,954,1,718,8,621,8,0,0,0,0,0.44,0,0.027,0,17.82,0,18.42,0,,0,0,2.92,0,5.31,54.09,0,,,0,0.02,0.95,0,0,0,0,0,0,1419,
1374,Waspaloy,,1020,4,850,4,760,16,0,0,0,0,1.5,0.006,0.08,13.5,19,0,2,,,0,0.1,4.3,0,0,56.31,0,,,0.15,0,3,0,0,0,0,0,0.05,,
1375,Inconel718,,980,1,850,1,650,16,0,0,0,0,1.85,0.0033,0.056,0,17.58,0,17,,,0,0,2.85,0,3.44,56.04,0,,,0,0,1.18,0,0,0,0,0,0,,
1376,Ticolloy1,,0,0,0,0,0,0,0,0,0,0,0.46,0.003,0.031,0,18,0,18.25,,,0.001,0,3.05,0,5.26,54,0,,,0,0,0.95,0,0,0,0,0,0,,
1377,Inconel713C,720,0,0,0,0,0,0,0,0,0,0,6.1,0.012,0.12,0,12.5,0,0,0,0,0,0,4.2,0,2,74,0,0,0,0,0,0.8,0,0,0,0,0,0.1,,7
1378,Inconel718,698,1135,10,955,1,720,8,620,8,0,0,0.53,0,0.05,0,17.9,0,18.92,0,0,0,0.06,3,0,5,53.5,0,0,0,0.05,0,0.99,0,0,0,0,0,0,,16.2
1379,NM3,1034,1175,4,750,4,0,0,0,0,0,0,3.65,0.013,0.024,14.65,11.8,0,0,0,0,0,0,3.3,0,0,61.01,0,0,0,0,0,5.5,0,0,0,0,0,0.052,,19.9
1380,Unnamedalloy15,,0,0,0,0,0,0,0,0,0,0,6,0.02,0.062,0,6,0,0,,,0,0,2,0,1.5,73.32,0,,,0,0,0,0,11,0,0,0,0.1,,
1381,MAR-M247:WWS,,1185,172,1185,0,1185,0,871,0,0,0,5.57,0.016,0.14,10.05,8.51,0,0.16,0,,0,0,0.71,0,0,59.31,1.55,,,0,2.99,1.09,0,9.87,0,0,0,0.03,1000,
1382,Inconel718P/M,,1038,2,718,8,621,8,0,0,0,0,5.45,0,0.04,0,18.61,0,18.61,0,,0,0,3.02,0,0,53.35,0,,,0,0,0.92,0,0,0,0,0,0,1128,
1383,Inconel713+Hf,,0,0,0,0,0,0,0,0,0,0,5.9,0.015,0.05,0,12,0,0,0,,0,0,4.5,0,2,74,1.3,,,0,0,0.6,0,0,0,0,0,0.05,895,
1384,Inconel731X,,0,0,0,0,0,0,0,0,0,0,5.6,0.014,0.16,9.72,9.6,0,0.23,,,0,0,2.46,0,0,66.66,0,,,0.045,0,4.66,0.85,0,0,0,0,0,,
1385,Inconel718,755,954,1,718,8,621,8,760,100,0,0,0.5,0.004,0.02,0,18,0,18.1,0,0,0,0,2.9,0,5.3,54.17,0.008,0,0,0,0,1,0,0,0,0,0,0,,
